:START_ID,:END_ID,:TYPE
2078554,n15p13,产品起始日期
n15p13,2078554,产品
2078554,n8p16,产品终止日期
n8p16,2078554,产品
2078554,n0p17,产品状态
n0p17,2078554,产品
2078554,n24p18,实际天数（天）
n24p18,2078554,产品
2078554,n2p19,收益类型
n2p19,2078554,产品
2078554,n15p20,产品销售区域
n15p20,2078554,产品
2078554,n0p21,机构类别
n0p21,2078554,产品
2078554,n7p22,认购价格
n7p22,2078554,产品
2078127,n25p0,登记编码
n25p0,2078127,产品
2078127,n9p3,期限类型
n9p3,2078127,产品
2078127,n0p4,业绩比较基准
n0p4,2078127,产品
2078127,n12p5,发行机构
n12p5,2078127,产品
2078127,n12p6,发行机构代码
n12p6,2078127,产品
2078127,n0p7,募集方式
n0p7,2078127,产品
2078127,n9p8,运作模式
n9p8,2078127,产品
2078127,n0p9,投资性质
n0p9,2078127,产品
2078127,n0p10,募集币种
n0p10,2078127,产品
2078127,n2p11,风险等级编号
n2p11,2078127,产品
2078127,n2p12,风险等级
n2p12,2078127,产品
2078127,n22p13,募集起始日期
n22p13,2078127,产品
2078127,n22p13,募集结束日期
n22p13,2078127,产品
2078127,n11p13,产品起始日期
n11p13,2078127,产品
2078127,n17p16,产品终止日期
n17p16,2078127,产品
2078127,n0p17,产品状态
n0p17,2078127,产品
2078127,n17p18,实际天数（天）
n17p18,2078127,产品
2078127,n2p19,收益类型
n2p19,2078127,产品
2078127,n12p20,产品销售区域
n12p20,2078127,产品
2078127,n0p21,机构类别
n0p21,2078127,产品
2078127,n0p22,认购价格
n0p22,2078127,产品
2077642,n26p0,登记编码
n26p0,2077642,产品
2077642,n9p3,期限类型
n9p3,2077642,产品
2077642,n0p4,业绩比较基准
n0p4,2077642,产品
2077642,n13p5,发行机构
n13p5,2077642,产品
2077642,n13p6,发行机构代码
n13p6,2077642,产品
2077642,n0p7,募集方式
n0p7,2077642,产品
2077642,n9p8,运作模式
n9p8,2077642,产品
2077642,n0p9,投资性质
n0p9,2077642,产品
2077642,n0p10,募集币种
n0p10,2077642,产品
2077642,n2p11,风险等级编号
n2p11,2077642,产品
2077642,n2p12,风险等级
n2p12,2077642,产品
2077642,n22p13,募集起始日期
n22p13,2077642,产品
2077642,n22p13,募集结束日期
n22p13,2077642,产品
2077642,n11p13,产品起始日期
n11p13,2077642,产品
2077642,n17p16,产品终止日期
n17p16,2077642,产品
2077642,n0p17,产品状态
n0p17,2077642,产品
2077642,n17p18,实际天数（天）
n17p18,2077642,产品
2077642,n2p19,收益类型
n2p19,2077642,产品
2077642,n7p20,产品销售区域
n7p20,2077642,产品
2077642,n0p21,机构类别
n0p21,2077642,产品
2077642,n0p22,认购价格
n0p22,2077642,产品
2080966,n27p0,登记编码
n27p0,2080966,产品
2080966,n9p3,期限类型
n9p3,2080966,产品
2080966,n0p11,业绩比较基准
n0p11,2080966,产品
2080966,n10p5,发行机构
n10p5,2080966,产品
2080966,n10p6,发行机构代码
n10p6,2080966,产品
2080966,n0p7,募集方式
n0p7,2080966,产品
2080966,n0p8,运作模式
n0p8,2080966,产品
2080966,n0p9,投资性质
n0p9,2080966,产品
2080966,n0p10,募集币种
n0p10,2080966,产品
2080966,n2p11,风险等级编号
n2p11,2080966,产品
2080966,n2p12,风险等级
n2p12,2080966,产品
2080966,n27p13,募集起始日期
n27p13,2080966,产品
2080966,n27p13,募集结束日期
n27p13,2080966,产品
2080966,n15p13,产品起始日期
n15p13,2080966,产品
2080966,n27p16,产品终止日期
n27p16,2080966,产品
2080966,n0p17,产品状态
n0p17,2080966,产品
2080966,n27p18,实际天数（天）
n27p18,2080966,产品
2080966,n2p19,收益类型
n2p19,2080966,产品
2080966,n7p20,产品销售区域
n7p20,2080966,产品
2080966,n0p21,机构类别
n0p21,2080966,产品
2080966,n0p22,认购价格
n0p22,2080966,产品
2078169,n28p0,登记编码
n28p0,2078169,产品
2078169,n9p3,期限类型
n9p3,2078169,产品
2078169,n0p4,业绩比较基准
n0p4,2078169,产品
2078169,n15p5,发行机构
n15p5,2078169,产品
2078169,n15p6,发行机构代码
n15p6,2078169,产品
2078169,n0p7,募集方式
n0p7,2078169,产品
2078169,n0p8,运作模式
n0p8,2078169,产品
2078169,n28p9,投资性质
n28p9,2078169,产品
2078169,n0p10,募集币种
n0p10,2078169,产品
2078169,n0p11,风险等级编号
n0p11,2078169,产品
2078169,n0p12,风险等级
n0p12,2078169,产品
2078169,n27p13,募集起始日期
n27p13,2078169,产品
2078169,n27p13,募集结束日期
n27p13,2078169,产品
2078169,n14p13,产品起始日期
n14p13,2078169,产品
2078169,n28p16,产品终止日期
n28p16,2078169,产品
2078169,n0p17,产品状态
n0p17,2078169,产品
2078169,n28p18,实际天数（天）
n28p18,2078169,产品
2078169,n0p19,收益类型
n0p19,2078169,产品
2078169,n15p20,产品销售区域
n15p20,2078169,产品
2078169,n0p21,机构类别
n0p21,2078169,产品
2078169,n0p22,认购价格
n0p22,2078169,产品
2078168,n29p0,登记编码
n29p0,2078168,产品
2078168,n0p3,期限类型
n0p3,2078168,产品
2078168,n0p4,业绩比较基准
n0p4,2078168,产品
2078168,n15p5,发行机构
n15p5,2078168,产品
2078168,n15p6,发行机构代码
n15p6,2078168,产品
2078168,n0p7,募集方式
n0p7,2078168,产品
2078168,n0p8,运作模式
n0p8,2078168,产品
2078168,n28p9,投资性质
n28p9,2078168,产品
2078168,n0p10,募集币种
n0p10,2078168,产品
2078168,n0p11,风险等级编号
n0p11,2078168,产品
2078168,n0p12,风险等级
n0p12,2078168,产品
2078168,n29p13,募集起始日期
n29p13,2078168,产品
2078168,n29p13,募集结束日期
n29p13,2078168,产品
2078168,n15p13,产品起始日期
n15p13,2078168,产品
2078168,n0p15,产品终止日期
n0p15,2078168,产品
2078168,n0p17,产品状态
n0p17,2078168,产品
2078168,n29p18,实际天数（天）
n29p18,2078168,产品
2078168,n0p19,收益类型
n0p19,2078168,产品
2078168,n15p20,产品销售区域
n15p20,2078168,产品
2078168,n0p21,机构类别
n0p21,2078168,产品
2078168,n0p22,认购价格
n0p22,2078168,产品
2077573,n30p0,登记编码
n30p0,2077573,产品
2077573,n9p3,期限类型
n9p3,2077573,产品
2077573,n0p11,业绩比较基准
n0p11,2077573,产品
2077573,n30p5,发行机构
n30p5,2077573,产品
2077573,n30p6,发行机构代码
n30p6,2077573,产品
2077573,n0p7,募集方式
n0p7,2077573,产品
2077573,n9p8,运作模式
n9p8,2077573,产品
2077573,n0p9,投资性质
n0p9,2077573,产品
2077573,n0p10,募集币种
n0p10,2077573,产品
2077573,n2p11,风险等级编号
n2p11,2077573,产品
2077573,n2p12,风险等级
n2p12,2077573,产品
2077573,n29p13,募集起始日期
n29p13,2077573,产品
2077573,n29p13,募集结束日期
n29p13,2077573,产品
2077573,n11p13,产品起始日期
n11p13,2077573,产品
2077573,n17p16,产品终止日期
n17p16,2077573,产品
2077573,n0p17,产品状态
n0p17,2077573,产品
2077573,n17p18,实际天数（天）
n17p18,2077573,产品
2077573,n2p19,收益类型
n2p19,2077573,产品
2077573,n7p20,产品销售区域
n7p20,2077573,产品
2077573,n0p21,机构类别
n0p21,2077573,产品
2077573,n7p22,认购价格
n7p22,2077573,产品
2050333,n31p0,登记编码
n31p0,2050333,产品
2050333,n0p3,期限类型
n0p3,2050333,产品
2050333,n0p4,业绩比较基准
n0p4,2050333,产品
2050333,n0p5,发行机构
n0p5,2050333,产品
2050333,n0p6,发行机构代码
n0p6,2050333,产品
2050333,n0p7,募集方式
n0p7,2050333,产品
2050333,n0p8,运作模式
n0p8,2050333,产品
2050333,n0p9,投资性质
n0p9,2050333,产品
2050333,n0p10,募集币种
n0p10,2050333,产品
2050333,n0p11,风险等级编号
n0p11,2050333,产品
2050333,n0p12,风险等级
n0p12,2050333,产品
2050333,n29p13,募集起始日期
n29p13,2050333,产品
2050333,n29p13,募集结束日期
n29p13,2050333,产品
2050333,n15p13,产品起始日期
n15p13,2050333,产品
2050333,n31p16,产品终止日期
n31p16,2050333,产品
2050333,n0p17,产品状态
n0p17,2050333,产品
2050333,n2p18,实际天数（天）
n2p18,2050333,产品
2050333,n0p19,收益类型
n0p19,2050333,产品
2050333,n0p20,产品销售区域
n0p20,2050333,产品
2050333,n0p21,机构类别
n0p21,2050333,产品
2050333,n0p22,认购价格
n0p22,2050333,产品
2082196,n32p0,登记编码
n32p0,2082196,产品
2082196,n9p3,期限类型
n9p3,2082196,产品
2082196,n0p11,业绩比较基准
n0p11,2082196,产品
2082196,n18p5,发行机构
n18p5,2082196,产品
2082196,n18p6,发行机构代码
n18p6,2082196,产品
2082196,n0p7,募集方式
n0p7,2082196,产品
2082196,n9p8,运作模式
n9p8,2082196,产品
2082196,n0p9,投资性质
n0p9,2082196,产品
2082196,n0p10,募集币种
n0p10,2082196,产品
2082196,n2p11,风险等级编号
n2p11,2082196,产品
2082196,n2p12,风险等级
n2p12,2082196,产品
2082196,n32p13,募集起始日期
n32p13,2082196,产品
2082196,n32p13,募集结束日期
n32p13,2082196,产品
2082196,n22p13,产品起始日期
n22p13,2082196,产品
2082196,n17p16,产品终止日期
n17p16,2082196,产品
2082196,n0p17,产品状态
n0p17,2082196,产品
2082196,n32p18,实际天数（天）
n32p18,2082196,产品
2082196,n2p19,收益类型
n2p19,2082196,产品
2082196,n7p20,产品销售区域
n7p20,2082196,产品
2082196,n0p21,机构类别
n0p21,2082196,产品
2082196,n7p22,认购价格
n7p22,2082196,产品
2080978,n33p0,登记编码
n33p0,2080978,产品
2080978,n0p3,期限类型
n0p3,2080978,产品
2080978,n0p11,业绩比较基准
n0p11,2080978,产品
2080978,n10p5,发行机构
n10p5,2080978,产品
2080978,n10p6,发行机构代码
n10p6,2080978,产品
2080978,n0p7,募集方式
n0p7,2080978,产品
2080978,n0p8,运作模式
n0p8,2080978,产品
2080978,n0p9,投资性质
n0p9,2080978,产品
2080978,n0p10,募集币种
n0p10,2080978,产品
2080978,n0p11,风险等级编号
n0p11,2080978,产品
2080978,n0p12,风险等级
n0p12,2080978,产品
2080978,n32p13,募集起始日期
n32p13,2080978,产品
2080978,n32p13,募集结束日期
n32p13,2080978,产品
2080978,n22p13,产品起始日期
n22p13,2080978,产品
2080978,n33p16,产品终止日期
n33p16,2080978,产品
2080978,n0p17,产品状态
n0p17,2080978,产品
2080978,n0p18,实际天数（天）
n0p18,2080978,产品
2080978,n0p19,收益类型
n0p19,2080978,产品
2080978,n7p20,产品销售区域
n7p20,2080978,产品
2080978,n0p21,机构类别
n0p21,2080978,产品
2080978,n7p22,认购价格
n7p22,2080978,产品
2080965,n34p0,登记编码
n34p0,2080965,产品
2080965,n9p3,期限类型
n9p3,2080965,产品
2080965,n0p11,业绩比较基准
n0p11,2080965,产品
2080965,n10p5,发行机构
n10p5,2080965,产品
2080965,n10p6,发行机构代码
n10p6,2080965,产品
2080965,n0p7,募集方式
n0p7,2080965,产品
2080965,n0p8,运作模式
n0p8,2080965,产品
2080965,n0p9,投资性质
n0p9,2080965,产品
2080965,n0p10,募集币种
n0p10,2080965,产品
2080965,n2p11,风险等级编号
n2p11,2080965,产品
2080965,n2p12,风险等级
n2p12,2080965,产品
2080965,n32p13,募集起始日期
n32p13,2080965,产品
2080965,n32p13,募集结束日期
n32p13,2080965,产品
2080965,n22p13,产品起始日期
n22p13,2080965,产品
2080965,n34p16,产品终止日期
n34p16,2080965,产品
2080965,n0p17,产品状态
n0p17,2080965,产品
2080965,n27p18,实际天数（天）
n27p18,2080965,产品
2080965,n2p19,收益类型
n2p19,2080965,产品
2080965,n7p20,产品销售区域
n7p20,2080965,产品
2080965,n0p21,机构类别
n0p21,2080965,产品
2080965,n0p22,认购价格
n0p22,2080965,产品
2079740,n35p0,登记编码
n35p0,2079740,产品
2079740,n9p3,期限类型
n9p3,2079740,产品
2079740,n0p11,业绩比较基准
n0p11,2079740,产品
2079740,n35p5,发行机构
n35p5,2079740,产品
2079740,n35p6,发行机构代码
n35p6,2079740,产品
2079740,n0p7,募集方式
n0p7,2079740,产品
2079740,n9p8,运作模式
n9p8,2079740,产品
2079740,n0p9,投资性质
n0p9,2079740,产品
2079740,n0p10,募集币种
n0p10,2079740,产品
2079740,n2p11,风险等级编号
n2p11,2079740,产品
2079740,n2p12,风险等级
n2p12,2079740,产品
2079740,n32p13,募集起始日期
n32p13,2079740,产品
2079740,n32p13,募集结束日期
n32p13,2079740,产品
2079740,n22p13,产品起始日期
n22p13,2079740,产品
2079740,n17p16,产品终止日期
n17p16,2079740,产品
2079740,n0p17,产品状态
n0p17,2079740,产品
2079740,n32p18,实际天数（天）
n32p18,2079740,产品
2079740,n2p19,收益类型
n2p19,2079740,产品
2079740,n7p20,产品销售区域
n7p20,2079740,产品
2079740,n0p21,机构类别
n0p21,2079740,产品
2079740,n7p22,认购价格
n7p22,2079740,产品
2080977,n36p0,登记编码
n36p0,2080977,产品
2080977,n9p3,期限类型
n9p3,2080977,产品
2080977,n0p11,业绩比较基准
n0p11,2080977,产品
2080977,n10p5,发行机构
n10p5,2080977,产品
2080977,n10p6,发行机构代码
n10p6,2080977,产品
2080977,n0p7,募集方式
n0p7,2080977,产品
2080977,n0p8,运作模式
n0p8,2080977,产品
2080977,n0p9,投资性质
n0p9,2080977,产品
2080977,n0p10,募集币种
n0p10,2080977,产品
2080977,n0p11,风险等级编号
n0p11,2080977,产品
2080977,n0p12,风险等级
n0p12,2080977,产品
2080977,n36p13,募集起始日期
n36p13,2080977,产品
2080977,n36p13,募集结束日期
n36p13,2080977,产品
2080977,n27p13,产品起始日期
n27p13,2080977,产品
2080977,n2p16,产品终止日期
n2p16,2080977,产品
2080977,n0p17,产品状态
n0p17,2080977,产品
2080977,n36p18,实际天数（天）
n36p18,2080977,产品
2080977,n0p19,收益类型
n0p19,2080977,产品
2080977,n7p20,产品销售区域
n7p20,2080977,产品
2080977,n0p21,机构类别
n0p21,2080977,产品
2080977,n7p22,认购价格
n7p22,2080977,产品
2079788,n37p0,登记编码
n37p0,2079788,产品
2079788,n9p3,期限类型
n9p3,2079788,产品
2079788,n0p11,业绩比较基准
n0p11,2079788,产品
2079788,n17p5,发行机构
n17p5,2079788,产品
2079788,n17p6,发行机构代码
n17p6,2079788,产品
2079788,n0p7,募集方式
n0p7,2079788,产品
2079788,n9p8,运作模式
n9p8,2079788,产品
2079788,n0p9,投资性质
n0p9,2079788,产品
2079788,n0p10,募集币种
n0p10,2079788,产品
2079788,n2p11,风险等级编号
n2p11,2079788,产品
2079788,n2p12,风险等级
n2p12,2079788,产品
2079788,n36p13,募集起始日期
n36p13,2079788,产品
2079788,n36p13,募集结束日期
n36p13,2079788,产品
2079788,n29p13,产品起始日期
n29p13,2079788,产品
2079788,n37p16,产品终止日期
n37p16,2079788,产品
2079788,n0p17,产品状态
n0p17,2079788,产品
2079788,n37p18,实际天数（天）
n37p18,2079788,产品
2079788,n2p19,收益类型
n2p19,2079788,产品
2079788,n7p20,产品销售区域
n7p20,2079788,产品
2079788,n0p21,机构类别
n0p21,2079788,产品
2079788,n7p22,认购价格
n7p22,2079788,产品
2079601,n38p0,登记编码
n38p0,2079601,产品
2079601,n9p3,期限类型
n9p3,2079601,产品
2079601,n0p11,业绩比较基准
n0p11,2079601,产品
2079601,n38p5,发行机构
n38p5,2079601,产品
2079601,n38p6,发行机构代码
n38p6,2079601,产品
2079601,n0p7,募集方式
n0p7,2079601,产品
2079601,n0p8,运作模式
n0p8,2079601,产品
2079601,n0p9,投资性质
n0p9,2079601,产品
2079601,n0p10,募集币种
n0p10,2079601,产品
2079601,n2p11,风险等级编号
n2p11,2079601,产品
2079601,n2p12,风险等级
n2p12,2079601,产品
2079601,n36p13,募集起始日期
n36p13,2079601,产品
2079601,n36p13,募集结束日期
n36p13,2079601,产品
2079601,n38p15,产品起始日期
n38p15,2079601,产品
2079601,n38p16,产品终止日期
n38p16,2079601,产品
2079601,n0p17,产品状态
n0p17,2079601,产品
2079601,n38p18,实际天数（天）
n38p18,2079601,产品
2079601,n2p19,收益类型
n2p19,2079601,产品
2079601,n38p20,产品销售区域
n38p20,2079601,产品
2079601,n0p21,机构类别
n0p21,2079601,产品
2079601,n7p22,认购价格
n7p22,2079601,产品
2079584,n39p0,登记编码
n39p0,2079584,产品
2079584,n9p3,期限类型
n9p3,2079584,产品
2079584,n0p11,业绩比较基准
n0p11,2079584,产品
2079584,n38p5,发行机构
n38p5,2079584,产品
2079584,n38p6,发行机构代码
n38p6,2079584,产品
2079584,n0p7,募集方式
n0p7,2079584,产品
2079584,n0p8,运作模式
n0p8,2079584,产品
2079584,n0p9,投资性质
n0p9,2079584,产品
2079584,n0p10,募集币种
n0p10,2079584,产品
2079584,n2p11,风险等级编号
n2p11,2079584,产品
2079584,n2p12,风险等级
n2p12,2079584,产品
2079584,n36p13,募集起始日期
n36p13,2079584,产品
2079584,n36p13,募集结束日期
n36p13,2079584,产品
2079584,n38p15,产品起始日期
n38p15,2079584,产品
2079584,n39p16,产品终止日期
n39p16,2079584,产品
2079584,n0p17,产品状态
n0p17,2079584,产品
2079584,n39p18,实际天数（天）
n39p18,2079584,产品
2079584,n2p19,收益类型
n2p19,2079584,产品
2079584,n38p20,产品销售区域
n38p20,2079584,产品
2079584,n0p21,机构类别
n0p21,2079584,产品
2079584,n7p22,认购价格
n7p22,2079584,产品
2078014,n40p0,登记编码
n40p0,2078014,产品
2078014,n9p3,期限类型
n9p3,2078014,产品
2078014,n0p4,业绩比较基准
n0p4,2078014,产品
2078014,n40p5,发行机构
n40p5,2078014,产品
2078014,n40p6,发行机构代码
n40p6,2078014,产品
2078014,n0p7,募集方式
n0p7,2078014,产品
2078014,n9p8,运作模式
n9p8,2078014,产品
2078014,n0p9,投资性质
n0p9,2078014,产品
2078014,n0p10,募集币种
n0p10,2078014,产品
2078014,n2p11,风险等级编号
n2p11,2078014,产品
2078014,n2p12,风险等级
n2p12,2078014,产品
2078014,n36p13,募集起始日期
n36p13,2078014,产品
2078014,n36p13,募集结束日期
n36p13,2078014,产品
2078014,n22p13,产品起始日期
n22p13,2078014,产品
2078014,n17p16,产品终止日期
n17p16,2078014,产品
2078014,n0p17,产品状态
n0p17,2078014,产品
2078014,n32p18,实际天数（天）
n32p18,2078014,产品
2078014,n2p19,收益类型
n2p19,2078014,产品
2078014,n7p20,产品销售区域
n7p20,2078014,产品
2078014,n0p21,机构类别
n0p21,2078014,产品
2078014,n0p22,认购价格
n0p22,2078014,产品
2077644,n41p0,登记编码
n41p0,2077644,产品
2077644,n13p3,期限类型
n13p3,2077644,产品
2077644,n0p4,业绩比较基准
n0p4,2077644,产品
2077644,n13p5,发行机构
n13p5,2077644,产品
2077644,n13p6,发行机构代码
n13p6,2077644,产品
2077644,n0p7,募集方式
n0p7,2077644,产品
2077644,n9p8,运作模式
n9p8,2077644,产品
2077644,n0p9,投资性质
n0p9,2077644,产品
2077644,n0p10,募集币种
n0p10,2077644,产品
2077644,n2p11,风险等级编号
n2p11,2077644,产品
2077644,n2p12,风险等级
n2p12,2077644,产品
2077644,n36p13,募集起始日期
n36p13,2077644,产品
2077644,n36p13,募集结束日期
n36p13,2077644,产品
2077644,n22p13,产品起始日期
n22p13,2077644,产品
2077644,n41p16,产品终止日期
n41p16,2077644,产品
2077644,n0p17,产品状态
n0p17,2077644,产品
2077644,n13p18,实际天数（天）
n13p18,2077644,产品
2077644,n2p19,收益类型
n2p19,2077644,产品
2077644,n7p20,产品销售区域
n7p20,2077644,产品
2077644,n0p21,机构类别
n0p21,2077644,产品
2077644,n0p22,认购价格
n0p22,2077644,产品
2083547,n42p0,登记编码
n42p0,2083547,产品
2083547,n42p3,期限类型
n42p3,2083547,产品
2083547,n0p11,业绩比较基准
n0p11,2083547,产品
2083547,n9p5,发行机构
n9p5,2083547,产品
2083547,n9p6,发行机构代码
n9p6,2083547,产品
2083547,n0p7,募集方式
n0p7,2083547,产品
2083547,n9p8,运作模式
n9p8,2083547,产品
2083547,n0p9,投资性质
